master_seed,checkpoint_step,checkpoint_sha256,n_episodes,n_step_rows,rich_log
67003,375000,095303205da46e1a09533dc21300cb965fe9b43e4480e0ef55443085f8d6315f,64,7400,True
67003,400000,2d46f3578ac5c00faa59a612577a39ff6e4d15477b5b2754861426d9d31e2922,64,6624,True
67004,0,72f49572662473f53476e0a5004e95812036db95b1925ff80f98ce17513fdefe,16,12800,True
67004,25000,8c2a70c7ca18f6673703ba063656cb11adc9b28df150d4c59eb70056d76e20e8,16,0,False
67004,50000,f48277289efd2f24d8f020ce8aebf6cc72ed1bc0659edff0ac8dfa6da42c3a64,16,0,False
67004,75000,76eb7f2677d1555ca8f51abcd7f779fbd7b5652555e01f13a7e515c292dfa962,16,0,False
67004,100000,641e0ec51415d19de770e264676ec555cd5205a85d2461a249b7b3271be633ed,16,0,False
67004,125000,28083631f541dd3fb0991aa0690b9be257f5723ab55334bfc61780a88ef0c2cf,16,0,False
67004,150000,41b7dae72f0410e9ef466ea241b0a74fa79779b10cc5822407935fdd4deb6c0f,16,0,False
67004,175000,d8ef107e000c0e1178e0823c3f70d3c39ae99932e4ea6aae82223fa85df6ac97,16,0,False
67004,200000,7296714cf8d338cfb5a8bbaa32720d721483056da87313886d4061835c81ed81,64,0,False
67004,225000,dc028b57eb173bad6ce44739f65b2f6fb430838427cabd7c1668327b549230c9,64,0,False
67004,250000,03c674b228a460483142813d1044e33f06d74de5f1f9f0f6db8b73b28f493eb2,64,0,False
67004,275000,9b49dadc48002210d2637972c91ea620945650131a3a92354de92921ed20dbe7,64,0,False
67004,300000,c55238e81ea9217a9fd54f5697fee04b8f371725ce4103544fe4d32dbcf4d017,64,0,False
67004,325000,b52e2014bbfdbae5fed188ee447e6a82768d304e3c32cb611016a33414bffe13,64,0,False
67004,350000,34d74aa5be01dc61f69aac9f6316b7fecbac4977959c36ebb9b28510ea3ae8c8,64,6432,True
67004,375000,267d4904fb34bdaa268cc7ad909a027b1f147a95e4b508572bf389f0e6ad272a,64,6952,True
67004,400000,52786f68f25aeaad905db27a349e667030c45c5d002f4ad286ce409a4b473b8b,64,6960,True
67005,0,cf83bb09d9a5d21cff6ba62664ceedbe868ad18f746614f8bdd2f87ca5d4f5a5,16,3132,True
67005,25000,540f6d8a81c996c7af5e86dd3c2cfabebe7b2d9bc02eb5b5c91d01916a79308f,16,0,False
67005,50000,1a94e894c3725215536476ce42b5889ce083857af9725d453b80087bb8db61d5,16,0,False
67005,75000,6e2b33a8ab24266210660eb30637366a35f8c8b4be10ed5353124416b00fc375,16,0,False
67005,100000,6a832d475a778d40cc1b503301a1f28b74bc2860402899f2148a5f886555612f,16,0,False
67005,125000,ddf78732baa0304a94b7cff72bc68c8c6a062a5bd40c3bbb1785565c907e9e7f,16,0,False
67005,150000,cdda143bdc8e9c16bda3254d8325a1b8a5a31fb668af6cf7440be0fdc924c74b,16,0,False
67005,175000,0f796a70c0c8d585690c9e2846b418579d72313ffab3bc9dee1594a72f66bd97,16,0,False
67005,200000,601986feda9139a891e09dc5feb123374538ecada7d7d5ebe484dfe3b6d19491,64,0,False
67005,225000,b014eaa3691e84c7e99bf2e163b505eb6ba64e6516de92dd162b477199c07c9c,64,0,False
67005,250000,00e544212e7609cf7ca88a25ac05af091a523b1334cef0562431fb3b2fa5179b,64,0,False
67005,275000,1b31981962a7f5928cbf7ff7ccf87f5b7419f3e3afc095e0c7f863ffca72a224,64,0,False
67005,300000,2daf5d18d86bcc7bc7cdad344ead673f6b00493a0ee49b64305e6285eb041fe7,64,0,False
67005,325000,eb7fd131e891f81bf2d029137038450e260f50a5da29b27376bd99ca3005ee54,64,0,False
67005,350000,ed509bc173980995e552bcdf218cbe8fa931e5fbaa482d491df51b555df5aec9,64,6944,True
67005,375000,2836ec2c115eb32f6332d1f9bc3bc8a6e53fea6ee01614b2f3383db642b80a8b,64,7064,True
67005,400000,263d886f2c6fe0c23e65760c52df9ddd95b11338701677b0f8281863395d85f3,64,7544,True
67006,0,855503c9bb5cb2e53357050b366458d5df25378885d74fc1d0751bfd64aed24f,16,11794,True
67006,25000,0f750f1e490730005703487ef7bf5ada30b610a31886b6d921e381b704adf5ac,16,0,False
67006,50000,9438bf1ecbe4240370cba80ed12025cf3250805d261795f30afc0793dc7c4959,16,0,False
67006,75000,c7d2d25f0eec8f314f8d75a8b4440485b5b651a746c0c42d54c1af5a0907c0eb,16,0,False
67006,100000,3da47ec265d03e76869d7e012ccde09adf60f17cad2e62bce5aa94486edbd196,16,0,False
67006,125000,8cbd6dd8771cfd2db33bec68aa12c882d1b0ea45875e203028d38dd9b5912c9d,16,0,False
67006,150000,c0eb84c6033cd65bcf33972344202f8cb635b556b4cd0b3e341f14b7443b70d0,16,0,False
67006,175000,afee3e90ade4e866cb03e620f18e7617092cc213aea2b71723496d0807afae30,16,0,False
67006,200000,d337153b645505205d19dc253bb9f6f1c870c3a988f428b7673113beadefdab7,64,0,False
67006,225000,8d7b23382e0acb94d68180818dc98b82df2a7f53d2a9fda46370738b6ec78c4d,64,0,False
67006,250000,7b3039cb7dc38c66e3a39e79b2c8774e211d2a6595e01db15b2b46f8f4ae6297,64,0,False
67006,275000,54b934e1eabb18fd244d3a26fc668b7e1036b0ef4313e8d27b60202b8cc7889c,64,0,False
67006,300000,2e2d6411534f07523d3c7d0bc66220838c2d47e0c947b86c5d8ee7ba6b635fef,64,0,False
67006,325000,0f77a524d20e639fa5d59f03943b3ff1c220342b8dcc64075906e939f18a420c,64,0,False
67006,350000,77f059ac6a61cd670d0c7c850f84c57ceb0ea381c9d1d5eecb222e6d8d64232c,64,7224,True
67006,375000,c868580805316c4e1320a5e3f63e63c7cd0c331dda00d296b8abd0c084e4fa21,64,7488,True
67006,400000,b9edcd42e40533d6947c8efcdc0553e70466a2c176e66c5fe5746df1328fd84b,64,10856,True
67007,0,c9e5a4693ed33b9a04530edaccff900acb00d393ec888447f3f370a728fe4897,16,7014,True
67007,25000,e4ff7a6e3e826e491741fe717671e6096e523d4d31b86bb531683b6872bce934,16,0,False
67007,50000,8a244d038dc5fb5c38190d967b12c5bfe53500bb15f52682942c6032195078bd,16,0,False
67007,75000,e1c5c51cabd88e5cd52905955a217f6af9c7d2666e5cd20129387ad4acb8cea8,16,0,False
67007,100000,4d4ad64b6de8d0b3265375f94356c1fc3efb802e15e386beaedc4448c7a3a39d,16,0,False
67007,125000,565b8f327deb052198cc3bdf570add340b2f8ad493ef8cc4be600e13acde02c0,16,0,False
67007,150000,524ee9abb02a18c5cd8d8f9de25053e3618def53d4d1d028128da321e826d58c,16,0,False
67007,175000,0f17cc69a2555e9f5c07a6644e52784992d1c0ad723ffc3cd8a48deebccbe63a,16,0,False
67007,200000,08c7ae2aa117e076bcd0ba9f61e2e33d0a034280477eeb1b62427c6dacd7be36,64,0,False
67007,225000,11ef75328ff4902909f08567abfb0b2dc761a5df28f779dc224c0783d36b698c,64,0,False
67007,250000,42e785959edbd8e120821b81af3da794c5b729c90261213b7f0e750d72253d2e,64,0,False
67007,275000,848ae4b0006bfc287df7ec992e59ecaa4e383525fed058e183cfe3ecca869d0c,64,0,False
67007,300000,351d3582e801c9efb907decb83f301769eb6de14fd6cdc73a867929d06dd68c4,64,0,False
67007,325000,867ffbab96918477118ecb8d57a82e23399ea705589d1fb1e01b34d603eee26f,64,0,False
67007,350000,a85841545ff6da6d4ae0b0a59161502737e34878a26f2ee2932f6ee615ad0da5,64,6032,True
67007,375000,7855f52f738232a4b0a600575d8a2bc49dbf8422cb638549e362028f4157da9c,64,7128,True
67007,400000,7ef361ecfbfd707fb24717cbaed94d7f38bf6fe2b794689eaf91015a4e839043,64,6992,True
67008,0,fc67b5b9a2d8c823e29b2d5c2dd6465388b731a6dccfb0feeb70cb674ab28be9,16,1248,True
67008,25000,3fd57f43d236cc9e4049a25876d0f48b9d81851f0df6bc70838e267483eb375e,16,0,False
67008,50000,193e13788f70c74a0a2a8196c368552d02aa30129423ae58708fa34e3eb2bd51,16,0,False
67008,75000,0eb9e9fe14e3e7b89ee1ef1c7f1ae2b7ab8ee046f67b8dd3641c6d4e1cdfa444,16,0,False
67008,100000,cf330fae72fbf66253ba6baefc989b89825a5e62c635f976c6d54fe21020b970,16,0,False
67008,125000,7567d20a05df71ba557dd8342fb0be86422d817ec08cf7bb5060c16cce01fe9d,16,0,False
67008,150000,5bd6989f26b0744617ebeff62396b75a056aacb62901d6bc32d58b4503c2f0a7,16,0,False
67008,175000,6d2a6cd87d56094ab5a98c654d58e6e4f2cb4720ccd1193f24951377d48e3a8f,16,0,False
67008,200000,728861adcc3a5def7fadcd156ffc4fabf3e06a13481ee724508cf527ed069c01,64,0,False
67008,225000,e8129605acb7905396a36adbb3d32b071362c322fcee72a54c4cb968e4ed9975,64,0,False
67008,250000,99bbc2d9158c9926ec8f1c1a715b69dd0ea7326c5a2230285294a79272f8d918,64,0,False
67008,275000,e4bf8cc02d8cdd5a6445f19ca7b9c1732761e8eaed94dc7db3b9577638a439ca,64,0,False
67008,300000,757f1f32007d53438107df01f146aa1684c7e03dc228e33f49d2e2d20c42f320,64,0,False
67008,325000,cb359b5fdc3e92f37891cc5c4128e07b5f2bae42f9420a2f500b8c5571215af9,64,0,False
67008,350000,032da257870d11c9313b28061fa23b7c1ce2d95d261f553f3dea3f7232a3a5a9,64,7064,True
67008,375000,8ad6eb865037fa1e735aa1b0eb2b433690f291a724383e8818e6e761760c91a3,64,12688,True
67008,400000,5545ecec07bf16052721a2819a0d30fae51576e87d2655095ce176fb8d1c19f2,64,7424,True
67009,0,74b55c05845e738a9a33f5d0fed61895be31f78fdd0d1ed911b937f62f3181b4,16,12800,True
67009,25000,0d6f9b4240dcbd72d84d103a0363aac54ba3d2798c920296ca9d43629ceb57b4,16,0,False
67009,50000,2926bd6a2f9b5e701042ad93dc00e6dc69bed6c1d1cca7fb40668c47e6df17f9,16,0,False
67009,75000,bc526beb6820286d3de28f1c0937303170e8dc202632c5cd685d857081fff25a,16,0,False
67009,100000,b333c093152df5313f1746b576796004446ca06a604b18b7113ed26b9ebeb029,16,0,False
67009,125000,0ea5d4881bd11d9aee17d1c60c31ef159a31439a57314518eefc18f0104f8842,16,0,False
67009,150000,de6c1784614e81ed446352e7b1548aa4ab5090fa2ca2ae47da6ed46b3de0ffa3,16,0,False
67009,175000,2d25b70f4e2259139179a0b173b1199986f76d5cabb58c58297bdc03c5e720ca,16,0,False
67009,200000,53d3d58c48e3bf05ffccfefb0772761002f51f550cb92b822aeef798e3323a3c,64,0,False
67009,225000,9846b2ecca9f2aabdeac3e357bddf2fa9bf80ce068eb926de22b220d47902f88,64,0,False
67009,250000,cefe9b8f77dcd80cf3381ed95207e7a3a2971897020b30b0059d8a63e85b5d9e,64,0,False
67009,275000,4b9783b7dc8de00a62ad50d0975be044dac88877bfccead40221ca0a44328be2,64,0,False
67009,300000,dd97cac54b61521936e3769b17e49790d1bb75313b9be3f6c8139dce204e2083,64,0,False
67009,325000,7d9b50faafcff4a2b02589a74f10a98144e119657fa0a517c79adac95bed1872,64,0,False
67009,350000,012c33ef424c094902af5c5101e45cafed9777f9a5272d83b0d37dfe468c4eef,64,6864,True
67009,375000,c907c3af768229073ad80c95672d5c7b939c7c9eb0546256ab6d832487e31a1e,64,7280,True
67009,400000,6fb206907722adefaa77f45462387ddf4a4dd7ec015bed576b29b5364ba8c269,64,6664,True
67010,0,630709e39908b9092fff30212c722b94401a0f452be21f9935c9c41134b71953,16,12800,True
67010,25000,859c4ed6840cacdb0577dbb738003b4c9d1b31efe7d76c7763a702a7fb6b915f,16,0,False
67010,50000,8a0fe66e390311d51b791f49fa481601eedc5b8796b0e824bd4c109a9ac04562,16,0,False
67010,75000,022428e0a31def315c1471a3c198ce5019ed3426ed97470e21d4e0436419213a,16,0,False
67010,100000,7cf8bcd091faef48278af383831cf24bc061c036131e7dbc2d7e937af0860ba6,16,0,False
67010,125000,09d6ff13253a4e9015bd9646aaac880016060a39a1a7d2a5c8e2c36183199c9a,16,0,False
67010,150000,ee1f5254c3c02118d63b27564d872bacdce24f666945c45eabb8f7b06f36985c,16,0,False
67010,175000,18e609499e6935cd2f96dd74900ad21ddcdbd7d106422c73276864dde6646e7b,16,0,False
67010,200000,1e1d57022e3f8d12c6b3d0a1ed6ede347e11d4e3954389e65ad13820209ac000,64,0,False
67010,225000,025f6d47afd81acc73872f5d6fb749a150fc66d7110d2568bb7fd88836735a18,64,0,False
67010,250000,7f12aa95b782832acc1c81eba033895280cb652480ea7a4a08c2ffc5856a20e3,64,0,False
67010,275000,448b6e83aac1a5ffbd95fb9167f62960dcc7eb0fb81fbf74b6001f07012c468c,64,0,False
67010,300000,040bc6246c4924a4aa375554e62467c5ee09147557f4052d4a71d5c9b197f0df,64,0,False
67010,325000,0b6a7d98c09ad0989e9bfc8b272a5a57e5de0aa39040f67baa43516fce608849,64,0,False
67010,350000,8fe76910f2833a920522f9a2c6446e1063704ad25da1256491eacba7d710423f,64,15256,True
67010,375000,826883e6a1d36d846792fed69692b32212466d4055ff36e41f970ac1c93d8873,64,6784,True
67010,400000,1c6fecf6d71b64dc431e31f5b2b482dcdb0d96f52ad1b78e77ca77a72c7e7726,64,7920,True
67011,0,2a4ff1bf5d6841cf86f8ae54771d2c9aba180599adc255eaa5a2db29a62cbc43,16,12800,True
67011,25000,797bc014163b8f2e467000c858f8f4ab22f13f186e1b65f936e6b28724d57695,16,0,False
67011,50000,cd3b6418e1c0712c856410f19c60e817b281b74c25a39f11790950b520f4a3b0,16,0,False
67011,75000,d11d46ebfb6dca62e181d8668f944d8a5dee9b812b895e2b38f2ace726b86ce5,16,0,False
67011,100000,a9f2ceba44eb0b3c74088d990054baf737c3a2984209f9b8849118aaca266d89,16,0,False
67011,125000,5838dac26e56e5109f61be3bff87dfaae72f6d4d81598ae9fb0196db7a1bf488,16,0,False
67011,150000,978e23f23c2891839620c0aebc611e406193db80eb782e04217cd7965c6adda9,16,0,False
67011,175000,403d391a4acb9584cdb473808878cc19d9b8f0fc6d84e6bb41429a85489a9314,16,0,False
67011,200000,8cfec9b8460e08aac9900537f141eba7a1ad37f3f8912d3dc08e2cef7ece98be,64,0,False
67011,225000,3953bd0f30d4a70c36bae0b9979f0d6a931890db8fa5784c8f1b373975abd046,64,0,False
67011,250000,97a95e277d29d78bd00f4a84336b09ef93508d96cf2eba998fdaaf22b2790ba1,64,0,False
67011,275000,590112e2e1efe1212df10c910c98d9d3cf5e9c7a650f75af9d71682326a39d89,64,0,False
67011,300000,61b0760581043e2974c553ab059feff3373e3938306272e3287a78b98bc63746,64,0,False
67011,325000,0d48d6f54d6a1135b162d3a9362ff7ae4ce79fc19472a7e7d00443d671c9d38d,64,0,False
67011,350000,e5909ed0cf795e635effddae949df0eb46a7b600c4b0f6a0e396dc75e25ddeb5,64,7168,True
67011,375000,6af4bfe4f75d3d3b506c657e6f51de11d889ddc08780e384de96cc5371ff8901,64,21496,True
67011,400000,647da288c1ffa242ac78c7ba1e405a2d7e269807f11898f80b965b6d9f18263d,64,31744,True
67012,0,5c722fa9e0859e2b984cec734dec4ec73b5a0b4253506b268577990f2fc57eda,16,12800,True
67012,25000,bd6bc6765b5c5edc76a56aaac8a3d9f0941f612469d6b62768a1f98ee2f88cb0,16,0,False
67012,50000,1c73c2e1316d45023dc5136761b5c254ffdcf0b35c777781d2fb17dc0c4a762c,16,0,False
67012,75000,2c8a087c452ebe9a26560fac99da92e06f89765877986cfa7218bd03888ca14a,16,0,False
67012,100000,cb6a0a2d12d9a7729a8c8c9deea97235e8e43e8173cd39dd9bb2b10fb6c3d652,16,0,False
67012,125000,63574b7c93acc6d3731394dccec5b2bd43b038894fe67c90a5e875816239dc79,16,0,False
67012,150000,0875df71962a52c1f214678609095a643e1c29b2446f287b9a906621de5860a3,16,0,False
67012,175000,399a3f76b93f55b60cf2f9f087a6fc60f57b108c2f6905cfdbdcf3de3c41e1ed,16,0,False
67012,200000,b408f0b8447aa660a0069aaeacf39bf2039beb7be8a029d0a737c9e6d24dee3d,64,0,False
67012,225000,30da3581fe8fad3db3523fa7eaa3b77e44302c5f76f3f9b8fe41a361532fab25,64,0,False
67012,250000,fbf43965b113b74b68656271f4a5926dd1ff759c4dfcee52e056a16dad41f526,64,0,False
67012,275000,10203dccb4e04da4b75b02f614ca3dc9c71082742aa9568db448e15618be6957,64,0,False
67012,300000,1bc27eff286ba608eca5b3b2c8c748466fb43a53e0afe56121006d6ae5757cdf,64,0,False
67012,325000,116dc5d1e5b24075bec76b71d4e7bfea650493fa579f765f327a4ea37d6fe0b5,64,0,False
67012,350000,bb4a2eb02416921b2569b7841cbff88a771162a8d597eac60978b0f2108382cb,64,10920,True
67012,375000,c9967abfc5e0164cbb9e93c9491261d732d128a0ada7b199342eb3dd705b4c38,64,8808,True
67012,400000,6670b6ffc0881efa8882092e7eb820f042d3530075e967dcee0283b18cf0c730,64,6976,True
67013,0,ed378deae1d2ab8d8ebc156cf52f61d9b28a1c9c50c30124190050571d6b3657,16,1228,True
67013,25000,77a0bb21114cbb73c45d58c5eed5c29e436811ef251bacef12aff9571a2a2a68,16,0,False
67013,50000,623a6edeb95a1d5886e9ec3e6021d95aee18ccf0c2af69d758b5c966914cb8cd,16,0,False
67013,75000,9f8ac77857e23d3dd88ef75bca7346f7b1cf76a6daefa8b3ede8f8f947cd1374,16,0,False
67013,100000,9924b79cf80cf192436bec76dfdc5cfceb73065051640b38f92edb3a02cd21e7,16,0,False
67013,125000,fbf95332fec03687bb0bb15bf1f74ad5c57242ed59a739d63213ca538d7709c3,16,0,False
67013,150000,11a71bf5e3d37ab6f7760501cc1d9f02e911d0150c8522f096f5d2ff5dce5820,16,0,False
67013,175000,e83c3273051fc7f630981656169baa7eac25a08602a10db8014ff6938a4b11c1,16,0,False
67013,200000,0eac74b0a6d97a68918429d4501c8bd7a600824acc9665b1ed898b7b58ece2e1,64,0,False
67013,225000,1df213a3325c47877925d589e071ead4cdfdcef982182baf7a66f253c1c15185,64,0,False
67013,250000,227e9e60c3f3910f4ca0e72c8838773f4238f183d6edd88db2c92b587cd2ab58,64,0,False
67013,275000,9b5bbf2305d8873b8470e83c967d1a4ee5c023337d8bb8bce3e48ede9c68bf25,64,0,False
67013,300000,80ab2432065b79637fbe55189ba433097083dc5c442d7176b2bf04feceb61edc,64,0,False
67013,325000,79f352862bed1b6df873f20caf8974fd46900f0eef1f94e55a0189989b7db850,64,0,False
67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,64,28928,True
67013,375000,1395227a1a3a03dd5a11bbd491d4de37e2d3d6a75bca1b4ed944110e8ae70542,64,6408,True
67013,400000,a5bf11c7c99b6ff3b0d291e6516665c5c20d19797c8a1353a12c43b3d43215db,64,7104,True
67014,0,c8e3370cd0628d3532c9b4c453a8da04e51b49a28b1471c1159824d4d2c25221,16,1206,True
67014,25000,e0834d82f5f27c04854fa4555a9bbebfc3db99949d28b69631c5c3be7cf27f23,16,0,False
67014,50000,cb3a15c78f1528c7bf89196385cc104a3dbb84cbea1b597e07eb3353fefd6672,16,0,False
67014,75000,516fb523553607d27471ac38abbf3259e67d950b58a3edbab7e4c0593590d33e,16,0,False
67014,100000,dd27889ba7e3baf7ddf04d0993b8f8beeea0fbf53abeebd6946200f16fe07858,16,0,False
67014,125000,3a919926a01e4dbe141ef0d26c0df387736b524dbcf18368c96045c2573b585b,16,0,False
67014,150000,81df4ddbf911abe683e98b2685e64b4a261e31ab87956dbee49c9bd7fee9eb19,16,0,False
67014,175000,7726f06bc0e124198d1c29baa04d4b677f7b1f0feef7c91f79f19bae8fe8fc87,16,0,False
67014,200000,29ecc17377de18d3d11c96c5c47a13079bca5cff540bb16a67e176234059a711,64,0,False
67014,225000,9cf4af7fc6a52184bb345ed73efd42c102aa2efdbc83cbc7d1faeed08762d6f9,64,0,False
67014,250000,4c5b98694360bb528aea15a5a51ede66ab7fe11775fcd4d0c3a3acef69a862fe,64,0,False
67014,275000,c2feadc514df50e5e641cd00b965ca52f90f9a9b1a1036c407fba3946aaa9aa3,64,0,False
67014,300000,38f5da1206027b2014bcd8223b071b5d84b70ee8e6bce3b2aaaa30cd8e630eab,64,0,False
67014,325000,b75066a079e0d0df58063f2bee61029ed248eac598dec4dcd51b134faa97412a,64,0,False
67014,350000,7a1cf719341ab4f1dde8f9f7917886cd109330b3a62fe87781cdd16e2f58ec76,64,7112,True
67014,375000,cd3d124eda089823ea700a98ef0b7c8fbcccda5cf696a5faaced6aedae9ff784,64,6816,True
67014,400000,b327aa1c0bde02c942baacd92b7743270a50caa8a7f4e61eaa627def58519d10,64,7680,True
67015,0,464253b404fbcf85adc7a226cae37e84244a5233feeeb764fd630a8d716f468c,16,7420,True
67015,25000,edeaccb188a9028a05bfe2bef701ffa91b0d3c384cb35759c6cf9cb413a0f120,16,0,False
67015,50000,d1eb518875f983711f198b7f3772d05b53f57500930e835784e55fc13ec48701,16,0,False
67015,75000,bd383c0ef866c67fa7f7817c88b5c5de553499c88934a6e977d0757f7751937b,16,0,False
67015,100000,b596ea80172283650aac014980a821706b7ed8de46c3d1c3f23df1a1b9c5bd45,16,0,False
67015,125000,77207971aa93baafcb1132f187dc9973b474c8386648014dd5576fa239b6198e,16,0,False
67015,150000,d3f929f03d4a2f10789bb90aa1be63b4e85f8ad129b63dc6e5fab13479c4bd63,16,0,False
67015,175000,70ce8a8183e815661a956166523407c56988e78b1414da16bb5913c5336a9793,16,0,False
67015,200000,3f7b6756bb3f8a9bb5af1b8b8f639148dbe33e8204ce8dd0137bf9bd53b3ad26,64,0,False
67015,225000,3d710f68b3324f4c9827e3f8b861f7f2014aa80b4cfa2eff004e7489f92b8e75,64,0,False
67015,250000,fa93341e70ace660699222461f05bd9f16ebc809344b65ee7596fc85f807cbfb,64,0,False
67015,275000,c36cb036e9331353b9057fee3aac5f90011da018604efd8b6c58340ae802bfdf,64,0,False
67015,300000,745283b1b6111c64f5555365d55b42811f65b6155f0e7435694fe797970628b4,64,0,False
67015,325000,46554b2a9b0e56e3fc0e46ca52f29f688fd7c6cd9adce57a0764148673e5b827,64,0,False
67015,350000,51587fd7614bb2d12341d9eafea9ff1b319fbb43a324a24702f5b3618021859f,64,6968,True
